id,name,cost,mile,gear,seller,address,web,webid,date
73,ขายรถ Mazda CX-30 2.0 SP ปี 2020,"959,000
                                            
","83,000",เกียร์อัตโนมัติ,"

                                                คุณพ้ง ผู้นำมาตรฐานรถมือสอง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/ขายรถ-ปี-2020-aid24219912
",2023-10-27
74,ขายรถ Mazda CX-30 2.0 SP ปี 2020,"825,000
                                            
","36,300",เกียร์อัตโนมัติ,"

                                                คุณพ้ง ผู้นำมาตรฐานรถมือสอง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/ขายรถ-ปี-2020-aid24387912
",2023-10-27
75,2017 Mazda 3 2.0 S รถเก๋ง 5 ประตู ฟรีดาวน์,"469,000
                                            
","110,000",เกียร์อัตโนมัติ,"

                                                นายภวิศ โหมดม่วง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-bangkok/2017-รถเก๋ง-5-ประตู-ฟรีดาวน์-aid24199182
",2023-10-27
76,Mazda CX-5 2.0 C AT 2018 ไมล์หลักหมื่น,"679,000
                                            
","94,000",เกียร์อัตโนมัติ,"

                                                นายภวิศ โหมดม่วง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-c-bangkok/at-2018-ไมล์หลักหมื่น-aid24353462
",2023-10-27
77,MAZDA 2 4ป รอง TOP 2018 แดง AT เบนซิน,"359,000
                                            
","94,000",เกียร์อัตโนมัติ,"

                                                54 Niwat สาขากัลปพฤกษ์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/4-ป-รอง-top-018-แดง-at-เบนซิน-aid24412892
",2023-10-27
78,Mazda 2 1.3 Sports High Plus 2019 ฟรีดาวน์ ไมล์แท้ ไม่มีชนหนัก รถมือเดียว คุณภาพดี ราคาถูก,"399,000
                                            
","59,470",เกียร์อัตโนมัติ,"

                                                พีรวุฒิ อินทะสุข
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sports-high-plus-bangkok/019-ฟรีดาวน์-ไมล์แท้-ไม่มีชนหนัก-รถมือเดียว-คุณภาพดี-ราคาถูก-aid24202752
",2023-10-27
79,ขายรถ Mazda 2 1.5 Elegance Spirit ปี2011 รถเก๋ง 4 ประตู,"189,000
                                            
","50,800",เกียร์อัตโนมัติ,"

                                                คุณโอ๋
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-elegance-spirit-bangkok/ขายรถ-ปี-011-รถเก๋ง-4-ประตู-aid24409272
",2023-10-27
80,ขายรถมือสอง 2017 Mazda CX-5 2.2 XDL 4WD SUV  คุณภาพอันดับ 1 ราคาคุ้มค่,"729,000
                                            
","122,917",เกียร์อัตโนมัติ,"

                                                YORATCHADA USEDCAR
                                            
",ภูเก็ต,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-phuket/ขายรถมือสอง-2017-suv-คุณภาพอันดับ-1-ราคาคุ้มค่-aid24413192
",2023-10-27
81,2016 Mazda CX-5 2.2 XDL 4WD SUV ฟรีดาวน์,"488,000
                                            
","160,000",เกียร์อัตโนมัติ,"

                                                Pathompong
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-bangkok/2016-suv-ฟรีดาวน์-aid24403572
",2023-10-27
82,4G64 Mazda 2 1.3 S LEATHER รถเก๋ง 5 ประตู 2020,"449,000
                                            
","35,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์4 (ถนนกาญจนาภิเษก )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-leather-bangkok/4g64-รถเก๋ง-5-ประตู-00-aid24404982
",2023-10-27
83,2014 Mazda 3 2.0 S Sports รถเก๋ง 5 ประตู,"408,000
                                            
","205,162",เกียร์อัตโนมัติ,"

                                                Get Auto Car เก็ทออโต้คาร์ รถยนต์มือสองคุณภาพ
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-sports-bangkok/2014-รถเก๋ง-5-ประตู-aid24337092
",2023-10-27
84,รถมือสอง 2019 Mazda 2 1.3 S Sports LEATHER รถเก๋ง 5 ประตู  ราคาถูก,"410,000
                                            

ราคาดาวน์ ฿0

","80,383",เกียร์อัตโนมัติ,"

                                                จริงใจยูสต์คาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-sports-leather-bangkok/รถมือสอง-019-รถเก๋ง-5-ประตู-ราคาถูก-aid24412812
",2023-10-27
